CMDLINE C:\Python39\python.exe main_noplayer.py
MEM 136.035156 1671323349.6105
MEM 136.035156 1671323349.7192
MEM 136.035156 1671323349.8308
MEM 136.035156 1671323349.9415
MEM 136.035156 1671323350.0562
MEM 136.035156 1671323350.1659
MEM 136.035156 1671323350.2776
MEM 136.035156 1671323350.3823
MEM 136.035156 1671323350.4880
MEM 136.035156 1671323350.5977
MEM 136.035156 1671323350.7094
MEM 136.035156 1671323350.8211
MEM 136.035156 1671323350.9278
MEM 136.035156 1671323351.0395
MEM 136.035156 1671323351.1469
MEM 136.035156 1671323351.2556
MEM 136.035156 1671323351.3655
MEM 136.035156 1671323351.4792
MEM 136.035156 1671323351.5879
MEM 136.035156 1671323351.6976
MEM 136.035156 1671323351.8093
MEM 136.035156 1671323351.9200
MEM 136.035156 1671323352.0292
MEM 136.035156 1671323352.1409
MEM 136.035156 1671323352.2506
MEM 136.035156 1671323352.3619
MEM 136.035156 1671323352.4721
MEM 136.035156 1671323352.5798
MEM 136.035156 1671323352.6905
MEM 136.035156 1671323352.8002
MEM 136.035156 1671323352.9159
MEM 136.035156 1671323353.0204
MEM 136.035156 1671323353.1306
MEM 136.035156 1671323353.2425
MEM 136.035156 1671323353.3532
MEM 136.035156 1671323353.4649
MEM 136.035156 1671323353.5756
MEM 136.035156 1671323353.6863
MEM 136.035156 1671323353.7970
MEM 136.035156 1671323353.9087
MEM 136.035156 1671323354.0204
MEM 136.035156 1671323354.1271
MEM 136.035156 1671323354.2378
MEM 136.035156 1671323354.3482
MEM 136.035156 1671323354.4579
MEM 136.035156 1671323354.5683
MEM 136.035156 1671323354.6810
MEM 136.035156 1671323354.7882
MEM 136.035156 1671323354.8989
MEM 136.035156 1671323355.0106
MEM 136.035156 1671323355.1203
MEM 136.035156 1671323355.2310
MEM 136.035156 1671323355.3447
MEM 136.035156 1671323355.4534
MEM 136.035156 1671323355.5651
MEM 136.035156 1671323355.6742
MEM 136.035156 1671323355.7839
MEM 136.035156 1671323355.8942
MEM 136.035156 1671323356.0049
MEM 136.035156 1671323356.1226
MEM 136.035156 1671323356.2231
MEM 136.035156 1671323356.3333
MEM 136.035156 1671323356.4510
MEM 136.035156 1671323356.5577
MEM 136.035156 1671323356.6654
MEM 136.035156 1671323356.7781
MEM 136.035156 1671323356.8898
MEM 136.035156 1671323356.9975
MEM 136.035156 1671323357.1092
MEM 136.035156 1671323357.2169
MEM 136.035156 1671323357.3266
MEM 136.035156 1671323357.4354
MEM 136.035156 1671323357.5461
MEM 136.035156 1671323357.6543
MEM 136.035156 1671323357.7653
MEM 136.035156 1671323357.8860
MEM 136.035156 1671323358.0017
MEM 136.035156 1671323358.1114
MEM 136.035156 1671323358.2291
MEM 136.035156 1671323358.3378
MEM 136.035156 1671323358.4455
MEM 136.035156 1671323358.5582
MEM 136.035156 1671323358.6630
MEM 136.035156 1671323358.7746
MEM 136.035156 1671323358.8854
MEM 136.035156 1671323358.9951
MEM 136.035156 1671323359.1068
MEM 136.035156 1671323359.2175
MEM 136.035156 1671323359.3292
MEM 136.035156 1671323359.4409
MEM 136.035156 1671323359.5506
MEM 136.035156 1671323359.6603
MEM 136.035156 1671323359.7740
MEM 136.035156 1671323359.8787
MEM 136.035156 1671323359.9874
MEM 136.035156 1671323360.0971
MEM 136.035156 1671323360.2068
MEM 136.035156 1671323360.3165
MEM 136.035156 1671323360.4272
MEM 136.035156 1671323360.5379
MEM 136.035156 1671323360.6520
MEM 136.035156 1671323360.7587
MEM 136.035156 1671323360.8694
MEM 136.035156 1671323360.9811
MEM 136.035156 1671323361.0928
MEM 136.035156 1671323361.2035
MEM 136.035156 1671323361.3152
MEM 136.035156 1671323361.4270
MEM 136.035156 1671323361.5422
MEM 136.035156 1671323361.6502
MEM 136.035156 1671323361.7619
MEM 136.035156 1671323361.8666
MEM 136.035156 1671323361.9793
MEM 136.035156 1671323362.0990
MEM 136.035156 1671323362.2166
MEM 136.035156 1671323362.3274
MEM 136.035156 1671323362.4371
MEM 136.035156 1671323362.5458
MEM 136.035156 1671323362.6575
MEM 136.035156 1671323362.7672
MEM 136.035156 1671323362.8789
MEM 136.035156 1671323362.9926
MEM 136.035156 1671323363.1013
MEM 136.035156 1671323363.2120
MEM 136.035156 1671323363.3207
MEM 136.035156 1671323363.4304
MEM 136.035156 1671323363.5406
MEM 136.035156 1671323363.6513
MEM 136.035156 1671323363.7620
MEM 136.035156 1671323363.8727
MEM 136.035156 1671323363.9814
MEM 136.035156 1671323364.0951
MEM 136.035156 1671323364.2014
MEM 136.035156 1671323364.3101
MEM 136.035156 1671323364.4188
MEM 136.035156 1671323364.5295
MEM 136.035156 1671323364.6397
MEM 136.035156 1671323364.7492
MEM 136.035156 1671323364.8599
MEM 136.035156 1671323364.9687
MEM 136.035156 1671323365.0804
MEM 136.035156 1671323365.1922
MEM 136.035156 1671323365.2994
MEM 136.035156 1671323365.4096
MEM 136.035156 1671323365.5193
MEM 136.035156 1671323365.6330
MEM 136.035156 1671323365.7467
MEM 136.035156 1671323365.8534
MEM 136.035156 1671323365.9631
MEM 136.035156 1671323366.0748
MEM 136.035156 1671323366.1855
MEM 136.035156 1671323366.2972
MEM 136.035156 1671323366.4089
MEM 136.035156 1671323366.5196
MEM 136.035156 1671323366.6293
MEM 136.035156 1671323366.7438
MEM 136.035156 1671323366.8500
MEM 136.035156 1671323366.9593
MEM 136.035156 1671323367.0690
MEM 136.035156 1671323367.1817
MEM 136.035156 1671323367.2914
MEM 136.035156 1671323367.4011
MEM 136.035156 1671323367.5158
MEM 136.035156 1671323367.6215
MEM 136.035156 1671323367.7322
MEM 136.035156 1671323367.8429
MEM 136.035156 1671323367.9521
MEM 136.035156 1671323368.0628
MEM 136.035156 1671323368.1732
MEM 136.035156 1671323368.2819
MEM 136.035156 1671323368.3897
MEM 136.035156 1671323368.4994
MEM 136.035156 1671323368.6111
MEM 136.035156 1671323368.7228
MEM 136.035156 1671323368.8335
MEM 136.035156 1671323368.9422
MEM 136.035156 1671323369.0529
MEM 136.035156 1671323369.1601
MEM 136.035156 1671323369.2768
MEM 136.035156 1671323369.3825
MEM 136.035156 1671323369.4912
MEM 136.035156 1671323369.6019
MEM 136.035156 1671323369.7120
MEM 136.035156 1671323369.8237
MEM 136.035156 1671323369.9344
MEM 136.035156 1671323370.0447
MEM 136.035156 1671323370.1584
MEM 136.035156 1671323370.2649
MEM 136.035156 1671323370.3741
MEM 136.035156 1671323370.4848
MEM 136.035156 1671323370.5945
MEM 136.035156 1671323370.7062
MEM 136.035156 1671323370.8149
MEM 136.035156 1671323370.9256
MEM 136.035156 1671323371.0363
MEM 136.035156 1671323371.1480
MEM 136.035156 1671323371.2577
MEM 136.035156 1671323371.3670
MEM 136.035156 1671323371.4777
MEM 136.035156 1671323371.5874
MEM 136.035156 1671323371.6974
MEM 136.035156 1671323371.8091
MEM 136.035156 1671323371.9198
MEM 136.035156 1671323372.0285
MEM 136.035156 1671323372.1362
MEM 136.035156 1671323372.2469
MEM 136.035156 1671323372.3566
MEM 136.035156 1671323372.4673
MEM 136.035156 1671323372.5781
MEM 136.035156 1671323372.6893
MEM 136.035156 1671323372.7990
MEM 136.035156 1671323372.9107
MEM 136.035156 1671323373.0204
MEM 136.035156 1671323373.1313
MEM 136.035156 1671323373.2416
MEM 136.035156 1671323373.3518
MEM 136.035156 1671323373.4635
MEM 136.035156 1671323373.5742
MEM 136.035156 1671323373.6829
MEM 136.035156 1671323373.7956
MEM 136.035156 1671323373.9063
MEM 136.035156 1671323374.0160
MEM 136.035156 1671323374.1257
MEM 136.035156 1671323374.2359
MEM 136.035156 1671323374.3461
MEM 136.035156 1671323374.4569
MEM 136.035156 1671323374.5745
MEM 136.035156 1671323374.6763
MEM 136.035156 1671323374.7880
MEM 136.035156 1671323374.8971
MEM 136.035156 1671323375.0079
MEM 136.035156 1671323375.1176
MEM 136.035156 1671323375.2313
MEM 136.035156 1671323375.3410
MEM 136.035156 1671323375.4517
MEM 136.035156 1671323375.5634
MEM 136.035156 1671323375.6751
MEM 136.035156 1671323375.7868
MEM 136.035156 1671323375.9271
MEM 136.035156 1671323376.0398
MEM 136.035156 1671323376.1495
MEM 136.035156 1671323376.2592
MEM 136.035156 1671323376.3689
MEM 136.035156 1671323376.4779
MEM 136.035156 1671323376.5896
MEM 136.035156 1671323376.7003
MEM 136.035156 1671323376.8120
MEM 136.035156 1671323376.9237
MEM 136.035156 1671323377.0345
MEM 136.035156 1671323377.1452
MEM 136.035156 1671323377.2549
MEM 136.035156 1671323377.3651
MEM 136.035156 1671323377.4768
MEM 136.035156 1671323377.5875
MEM 136.035156 1671323377.6992
MEM 136.035156 1671323377.8094
MEM 136.035156 1671323377.9182
MEM 136.035156 1671323378.0289
MEM 136.035156 1671323378.1406
MEM 136.035156 1671323378.2493
MEM 136.035156 1671323378.3600
MEM 136.035156 1671323378.4677
MEM 136.035156 1671323378.5784
MEM 136.035156 1671323378.6881
MEM 136.035156 1671323378.7998
MEM 136.035156 1671323378.9105
MEM 136.035156 1671323379.0196
MEM 136.035156 1671323379.1314
MEM 136.035156 1671323379.2454
MEM 136.035156 1671323379.3511
MEM 136.035156 1671323379.4628
MEM 136.035156 1671323379.5735
MEM 136.035156 1671323379.6852
MEM 136.035156 1671323379.7949
MEM 136.035156 1671323379.9042
MEM 136.035156 1671323380.0139
MEM 136.035156 1671323380.1256
MEM 136.035156 1671323380.2373
MEM 136.035156 1671323380.3460
MEM 136.035156 1671323380.4562
MEM 136.035156 1671323380.5669
MEM 136.035156 1671323380.6816
MEM 136.035156 1671323380.7883
MEM 136.035156 1671323380.8983
MEM 136.035156 1671323381.0090
MEM 136.035156 1671323381.1197
MEM 136.035156 1671323381.2304
MEM 136.035156 1671323381.3421
MEM 136.035156 1671323381.4528
MEM 136.035156 1671323381.5645
MEM 136.035156 1671323381.6752
MEM 136.035156 1671323381.7859
MEM 136.035156 1671323381.8976
MEM 136.035156 1671323382.0070
MEM 136.035156 1671323382.1177
MEM 136.035156 1671323382.2284
MEM 136.035156 1671323382.3383
MEM 136.035156 1671323382.4490
MEM 136.035156 1671323382.5597
MEM 136.035156 1671323382.6704
MEM 136.035156 1671323382.7821
MEM 136.035156 1671323382.8938
MEM 136.035156 1671323383.0035
MEM 136.035156 1671323383.1102
MEM 136.035156 1671323383.2209
MEM 136.035156 1671323383.3327
MEM 136.035156 1671323383.4419
MEM 136.035156 1671323383.5510
MEM 136.035156 1671323383.6627
MEM 136.035156 1671323383.7744
MEM 136.035156 1671323383.8841
MEM 136.035156 1671323383.9933
MEM 136.035156 1671323384.1040
MEM 136.035156 1671323384.2157
MEM 136.035156 1671323384.3264
MEM 136.035156 1671323384.4371
MEM 136.035156 1671323384.5488
MEM 136.035156 1671323384.6585
MEM 136.035156 1671323384.7682
MEM 136.035156 1671323384.8799
MEM 136.035156 1671323384.9936
MEM 136.035156 1671323385.1003
MEM 136.035156 1671323385.2130
MEM 136.035156 1671323385.3227
MEM 136.035156 1671323385.4333
MEM 136.035156 1671323385.5430
MEM 136.035156 1671323385.6517
MEM 136.035156 1671323385.7634
MEM 136.035156 1671323385.8751
MEM 136.035156 1671323385.9848
MEM 136.035156 1671323386.0955
MEM 136.035156 1671323386.2072
MEM 136.035156 1671323386.3179
MEM 136.035156 1671323386.4296
MEM 136.035156 1671323386.5413
MEM 136.035156 1671323386.6530
MEM 136.035156 1671323386.7637
MEM 136.035156 1671323386.8749
MEM 136.035156 1671323386.9842
MEM 136.035156 1671323387.0939
MEM 136.035156 1671323387.2026
MEM 136.035156 1671323387.3133
MEM 136.035156 1671323387.4250
MEM 136.035156 1671323387.5357
MEM 136.035156 1671323387.6574
MEM 136.035156 1671323387.7591
MEM 136.035156 1671323387.8698
MEM 136.035156 1671323387.9800
MEM 136.035156 1671323388.0908
MEM 136.035156 1671323388.2001
MEM 136.035156 1671323388.3108
MEM 136.035156 1671323388.4215
MEM 136.035156 1671323388.5319
MEM 136.035156 1671323388.6421
MEM 136.035156 1671323388.7524
MEM 136.035156 1671323388.8633
MEM 136.035156 1671323388.9735
MEM 136.035156 1671323389.0882
MEM 136.035156 1671323389.1959
MEM 136.035156 1671323389.3066
MEM 136.035156 1671323389.4153
MEM 136.035156 1671323389.5250
MEM 136.035156 1671323389.6357
MEM 136.035156 1671323389.7464
MEM 136.035156 1671323389.8571
MEM 136.035156 1671323389.9678
MEM 136.035156 1671323390.0793
MEM 136.035156 1671323390.1900
MEM 136.035156 1671323390.2987
MEM 136.035156 1671323390.4093
MEM 136.035156 1671323390.5181
MEM 136.035156 1671323390.6308
MEM 136.035156 1671323390.7425
MEM 136.035156 1671323390.8522
MEM 136.035156 1671323390.9639
MEM 136.035156 1671323391.0756
MEM 136.035156 1671323391.1863
MEM 136.035156 1671323391.2980
MEM 136.035156 1671323391.4089
MEM 136.035156 1671323391.5196
MEM 136.035156 1671323391.6332
MEM 136.035156 1671323391.7429
MEM 136.035156 1671323391.8535
MEM 136.035156 1671323391.9652
MEM 136.035156 1671323392.0769
MEM 136.035156 1671323392.1876
MEM 136.035156 1671323392.2983
MEM 136.035156 1671323392.4090
MEM 136.035156 1671323392.5197
MEM 136.035156 1671323392.6304
MEM 136.035156 1671323392.7421
MEM 136.035156 1671323392.8578
MEM 136.035156 1671323392.9635
MEM 136.035156 1671323393.0742
MEM 136.035156 1671323393.1839
MEM 136.035156 1671323393.2968
MEM 136.035156 1671323393.4055
MEM 136.035156 1671323393.5152
MEM 136.035156 1671323393.6230
MEM 136.035156 1671323393.7396
MEM 136.035156 1671323393.8464
MEM 136.035156 1671323393.9561
MEM 136.035156 1671323394.0678
MEM 136.035156 1671323394.1805
MEM 136.035156 1671323394.2942
MEM 136.035156 1671323394.4009
MEM 136.035156 1671323394.5111
MEM 136.035156 1671323394.6210
MEM 136.035156 1671323394.7327
MEM 136.035156 1671323394.8424
MEM 136.035156 1671323394.9528
MEM 136.035156 1671323395.0645
MEM 136.035156 1671323395.1737
MEM 136.035156 1671323395.2844
MEM 136.035156 1671323395.3961
MEM 136.035156 1671323395.5068
MEM 136.035156 1671323395.6185
MEM 136.035156 1671323395.7302
MEM 136.035156 1671323395.8409
MEM 136.035156 1671323395.9526
MEM 136.035156 1671323396.0633
MEM 136.035156 1671323396.1750
MEM 136.035156 1671323396.2857
MEM 136.035156 1671323396.3964
MEM 136.035156 1671323396.5091
MEM 136.035156 1671323396.6148
MEM 136.035156 1671323396.7251
MEM 136.035156 1671323396.8358
MEM 136.035156 1671323396.9465
MEM 136.035156 1671323397.0562
MEM 136.035156 1671323397.1669
MEM 136.035156 1671323397.2766
MEM 136.035156 1671323397.3873
MEM 136.035156 1671323397.4990
MEM 136.035156 1671323397.6087
MEM 136.035156 1671323397.7206
MEM 136.035156 1671323397.8313
MEM 136.035156 1671323397.9450
MEM 136.035156 1671323398.0647
MEM 136.035156 1671323398.1759
MEM 136.035156 1671323398.2856
MEM 136.035156 1671323398.3963
MEM 136.035156 1671323398.5050
MEM 136.035156 1671323398.6187
MEM 136.035156 1671323398.7304
MEM 136.035156 1671323398.8381
MEM 136.035156 1671323398.9478
MEM 136.035156 1671323399.0590
MEM 136.035156 1671323399.1673
MEM 136.035156 1671323399.2780
MEM 136.035156 1671323399.3898
MEM 136.035156 1671323399.5005
MEM 136.035156 1671323399.6112
MEM 136.035156 1671323399.7229
MEM 136.035156 1671323399.8332
MEM 136.035156 1671323399.9429
MEM 136.035156 1671323400.0536
MEM 136.035156 1671323400.1653
MEM 136.035156 1671323400.2761
MEM 136.035156 1671323400.3868
MEM 136.035156 1671323400.4985
MEM 136.035156 1671323400.6102
MEM 136.035156 1671323400.7199
MEM 136.035156 1671323400.8301
MEM 136.035156 1671323400.9418
MEM 136.035156 1671323401.0515
MEM 136.035156 1671323401.1628
MEM 136.035156 1671323401.2731
MEM 136.035156 1671323401.3854
MEM 136.035156 1671323401.4931
MEM 136.035156 1671323401.6038
MEM 136.035156 1671323401.7155
MEM 136.035156 1671323401.8272
MEM 136.035156 1671323401.9379
MEM 136.035156 1671323402.0476
MEM 136.035156 1671323402.1593
MEM 136.035156 1671323402.2690
MEM 136.035156 1671323402.3783
MEM 136.035156 1671323402.4879
MEM 136.035156 1671323402.5962
MEM 136.035156 1671323402.7043
MEM 136.035156 1671323402.8138
MEM 136.035156 1671323402.9245
MEM 136.035156 1671323403.0339
MEM 136.035156 1671323403.1425
MEM 136.035156 1671323403.2527
MEM 136.035156 1671323403.3610
MEM 136.035156 1671323403.4717
MEM 136.035156 1671323403.5814
MEM 136.035156 1671323403.6911
MEM 136.035156 1671323403.8008
MEM 136.035156 1671323403.9155
MEM 136.035156 1671323404.0232
MEM 136.035156 1671323404.1335
MEM 136.035156 1671323404.2432
MEM 136.035156 1671323404.3522
MEM 136.035156 1671323404.4639
MEM 136.035156 1671323404.5756
MEM 136.035156 1671323404.6863
MEM 136.035156 1671323404.7963
MEM 136.035156 1671323404.9066
MEM 136.035156 1671323405.0163
MEM 136.035156 1671323405.1270
MEM 136.035156 1671323405.2377
MEM 136.035156 1671323405.3494
MEM 136.035156 1671323405.4591
MEM 136.035156 1671323405.5688
MEM 136.035156 1671323405.6835
MEM 136.035156 1671323405.7872
MEM 136.035156 1671323405.8990
MEM 136.035156 1671323406.0109
MEM 136.035156 1671323406.1182
MEM 136.035156 1671323406.2339
MEM 136.035156 1671323406.3399
MEM 136.035156 1671323406.4485
MEM 136.035156 1671323406.5602
MEM 136.035156 1671323406.6709
MEM 136.035156 1671323406.7811
MEM 136.035156 1671323406.9007
MEM 136.035156 1671323407.0014
MEM 136.035156 1671323407.1121
MEM 136.035156 1671323407.2238
MEM 136.035156 1671323407.3345
MEM 136.035156 1671323407.4462
MEM 136.035156 1671323407.5699
MEM 136.035156 1671323407.6826
MEM 136.035156 1671323407.7943
MEM 136.035156 1671323407.9050
MEM 136.035156 1671323408.0159
MEM 136.035156 1671323408.1274
MEM 136.035156 1671323408.2381
MEM 136.035156 1671323408.3568
MEM 136.035156 1671323408.4603
MEM 136.035156 1671323408.5710
MEM 136.035156 1671323408.6827
MEM 136.035156 1671323408.7944
MEM 136.035156 1671323408.9031
MEM 136.035156 1671323409.0148
MEM 136.035156 1671323409.1265
MEM 136.035156 1671323409.2372
MEM 136.035156 1671323409.3559
MEM 136.035156 1671323409.4621
MEM 136.035156 1671323409.5688
MEM 136.035156 1671323409.6825
MEM 136.035156 1671323409.7903
MEM 136.035156 1671323409.8980
MEM 136.035156 1671323410.0072
MEM 136.035156 1671323410.1164
MEM 136.035156 1671323410.2277
MEM 136.035156 1671323410.3374
MEM 136.035156 1671323410.4491
MEM 136.035156 1671323410.5580
MEM 136.035156 1671323410.6687
MEM 136.035156 1671323410.7804
MEM 136.035156 1671323410.8921
MEM 136.035156 1671323411.0028
MEM 136.035156 1671323411.1195
MEM 136.035156 1671323411.2262
MEM 136.035156 1671323411.3369
MEM 136.035156 1671323411.4479
MEM 136.035156 1671323411.5582
MEM 136.035156 1671323411.6689
MEM 136.035156 1671323411.7806
MEM 136.035156 1671323411.8923
MEM 136.035156 1671323412.0022
MEM 136.035156 1671323412.1120
MEM 136.035156 1671323412.2216
MEM 136.035156 1671323412.3333
MEM 136.035156 1671323412.4470
MEM 136.035156 1671323412.5558
MEM 136.035156 1671323412.6665
MEM 136.035156 1671323412.7782
MEM 136.035156 1671323412.8899
MEM 136.035156 1671323413.0006
MEM 136.035156 1671323413.1123
MEM 136.035156 1671323413.2240
MEM 136.035156 1671323413.3357
MEM 136.035156 1671323413.4649
MEM 136.035156 1671323413.5681
MEM 136.035156 1671323413.6848
MEM 136.035156 1671323413.7905
MEM 136.035156 1671323413.9012
MEM 136.035156 1671323414.0129
MEM 136.035156 1671323414.1266
MEM 136.035156 1671323414.2333
MEM 136.035156 1671323414.3430
MEM 136.035156 1671323414.4537
MEM 136.035156 1671323414.5638
MEM 136.035156 1671323414.6755
MEM 136.035156 1671323414.7882
MEM 136.035156 1671323414.8963
MEM 136.035156 1671323415.0073
MEM 136.035156 1671323415.1240
MEM 136.035156 1671323415.2287
MEM 136.035156 1671323415.3404
MEM 136.035156 1671323415.4513
MEM 136.035156 1671323415.5610
MEM 136.035156 1671323415.6697
MEM 136.035156 1671323415.7814
MEM 136.035156 1671323415.8931
MEM 136.035156 1671323416.0038
MEM 136.035156 1671323416.1130
MEM 136.035156 1671323416.2237
MEM 136.035156 1671323416.3350
MEM 136.035156 1671323416.4447
MEM 136.035156 1671323416.5550
MEM 136.035156 1671323416.6654
MEM 136.035156 1671323416.7764
MEM 136.035156 1671323416.8854
MEM 136.035156 1671323416.9966
MEM 136.035156 1671323417.1048
MEM 136.035156 1671323417.2155
MEM 136.035156 1671323417.3262
MEM 136.035156 1671323417.4359
MEM 136.035156 1671323417.5466
MEM 136.035156 1671323417.6583
MEM 136.035156 1671323417.7680
MEM 136.035156 1671323417.8797
MEM 136.035156 1671323417.9924
MEM 136.035156 1671323418.1021
MEM 136.035156 1671323418.2138
MEM 136.035156 1671323418.3255
MEM 136.035156 1671323418.4362
MEM 136.035156 1671323418.5461
MEM 136.035156 1671323418.6563
MEM 136.035156 1671323418.7666
MEM 136.035156 1671323418.8783
MEM 136.035156 1671323418.9939
MEM 136.035156 1671323419.0987
MEM 136.035156 1671323419.2114
MEM 136.035156 1671323419.3221
MEM 136.035156 1671323419.4288
MEM 136.035156 1671323419.5405
MEM 136.035156 1671323419.6527
MEM 136.035156 1671323419.7597
MEM 136.035156 1671323419.8705
MEM 136.035156 1671323419.9812
MEM 136.035156 1671323420.0949
MEM 136.035156 1671323420.2030
MEM 136.035156 1671323420.3132
MEM 136.035156 1671323420.4249
MEM 136.035156 1671323420.5346
MEM 136.035156 1671323420.6453
MEM 136.035156 1671323420.7570
MEM 136.035156 1671323420.8662
MEM 136.035156 1671323420.9759
MEM 136.035156 1671323421.0866
MEM 136.035156 1671323421.1968
MEM 136.035156 1671323421.3071
MEM 136.035156 1671323421.4227
MEM 136.035156 1671323421.5288
MEM 136.035156 1671323421.6614
MEM 136.035156 1671323421.7651
MEM 136.035156 1671323421.8768
MEM 136.035156 1671323421.9856
MEM 136.035156 1671323422.0958
MEM 136.035156 1671323422.2050
MEM 136.035156 1671323422.3152
MEM 136.035156 1671323422.4289
MEM 136.035156 1671323422.5376
MEM 136.035156 1671323422.6603
MEM 136.035156 1671323422.7740
MEM 136.035156 1671323422.8847
MEM 136.035156 1671323422.9964
MEM 136.035156 1671323423.1071
MEM 136.035156 1671323423.2171
MEM 136.035156 1671323423.3288
MEM 136.035156 1671323423.4405
MEM 136.035156 1671323423.5512
MEM 136.035156 1671323423.6629
MEM 136.035156 1671323423.7771
MEM 136.035156 1671323423.8873
MEM 136.035156 1671323423.9911
MEM 136.035156 1671323424.0998
MEM 136.035156 1671323424.2115
MEM 136.035156 1671323424.3232
MEM 136.035156 1671323424.4329
MEM 136.035156 1671323424.5446
MEM 136.035156 1671323424.6553
MEM 136.035156 1671323424.7670
MEM 136.035156 1671323424.8777
MEM 136.035156 1671323424.9870
MEM 136.035156 1671323425.0987
MEM 136.035156 1671323425.2094
MEM 136.035156 1671323425.3201
MEM 136.035156 1671323425.4318
MEM 136.035156 1671323425.5455
MEM 136.035156 1671323425.6522
MEM 136.035156 1671323425.7639
MEM 136.035156 1671323425.8756
MEM 136.035156 1671323425.9863
MEM 136.035156 1671323426.0951
MEM 136.035156 1671323426.2068
MEM 136.035156 1671323426.3160
MEM 136.035156 1671323426.4264
MEM 136.035156 1671323426.5361
MEM 136.035156 1671323426.6508
MEM 136.035156 1671323426.7586
MEM 136.035156 1671323426.8676
MEM 136.035156 1671323426.9783
MEM 136.035156 1671323427.0900
MEM 136.035156 1671323427.1999
MEM 136.035156 1671323427.3116
MEM 136.035156 1671323427.4233
MEM 136.035156 1671323427.5320
MEM 136.035156 1671323427.6427
MEM 136.035156 1671323427.7534
MEM 136.035156 1671323427.8651
MEM 136.035156 1671323427.9768
MEM 136.035156 1671323428.0885
MEM 136.035156 1671323428.2111
MEM 136.035156 1671323428.3198
MEM 136.035156 1671323428.4299
MEM 136.035156 1671323428.5411
MEM 136.062500 1671323428.6498
MEM 136.062500 1671323428.7605
MEM 136.062500 1671323428.8702
MEM 136.062500 1671323428.9819
MEM 136.062500 1671323429.0956
MEM 136.062500 1671323429.2033
MEM 136.062500 1671323429.3150
MEM 136.062500 1671323429.4267
MEM 136.062500 1671323429.5350
MEM 136.062500 1671323429.6452
MEM 136.062500 1671323429.7549
MEM 136.062500 1671323429.8646
MEM 136.062500 1671323429.9762
MEM 136.062500 1671323430.0860
MEM 136.062500 1671323430.1977
MEM 136.062500 1671323430.3094
MEM 136.062500 1671323430.4202
MEM 136.062500 1671323430.5319
MEM 136.062500 1671323430.6436
MEM 136.062500 1671323430.7543
MEM 136.062500 1671323430.8660
MEM 136.062500 1671323430.9777
MEM 136.062500 1671323431.0879
MEM 136.062500 1671323431.1971
MEM 136.062500 1671323431.3075
MEM 136.062500 1671323431.4198
MEM 136.062500 1671323431.5278
MEM 136.062500 1671323431.6368
MEM 136.062500 1671323431.7475
MEM 136.062500 1671323431.8593
MEM 136.062500 1671323431.9694
MEM 136.062500 1671323432.0791
MEM 136.062500 1671323432.1909
MEM 136.062500 1671323432.3012
MEM 136.062500 1671323432.4105
MEM 136.062500 1671323432.5187
MEM 136.062500 1671323432.6304
MEM 136.062500 1671323432.7421
MEM 136.062500 1671323432.8518
MEM 136.062500 1671323432.9635
MEM 136.062500 1671323433.0750
MEM 136.078125 1671323433.1837
MEM 136.078125 1671323433.2954
MEM 136.078125 1671323433.4071
MEM 136.078125 1671323433.5172
MEM 136.078125 1671323433.6287
MEM 136.078125 1671323433.7404
MEM 136.078125 1671323433.8523
MEM 136.078125 1671323433.9617
MEM 136.078125 1671323434.0734
MEM 136.078125 1671323434.1805
MEM 136.078125 1671323434.2922
MEM 136.078125 1671323434.4015
MEM 136.078125 1671323434.5112
MEM 136.078125 1671323434.6219
MEM 136.078125 1671323434.7336
MEM 136.078125 1671323434.8453
MEM 136.078125 1671323434.9567
MEM 136.078125 1671323435.0675
MEM 136.078125 1671323435.1802
MEM 136.078125 1671323435.2889
MEM 136.078125 1671323435.3982
MEM 136.078125 1671323435.5099
MEM 136.078125 1671323435.6216
MEM 136.078125 1671323435.7312
MEM 136.078125 1671323435.8432
MEM 136.078125 1671323435.9532
MEM 136.078125 1671323436.0650
MEM 136.078125 1671323436.1767
MEM 136.078125 1671323436.2864
MEM 136.078125 1671323436.3961
MEM 136.078125 1671323436.5078
MEM 136.078125 1671323436.6205
MEM 136.078125 1671323436.7302
MEM 136.078125 1671323436.8411
MEM 136.078125 1671323436.9518
MEM 136.078125 1671323437.0634
MEM 136.078125 1671323437.1746
MEM 136.078125 1671323437.2833
MEM 136.078125 1671323437.3950
MEM 136.078125 1671323437.5037
MEM 136.078125 1671323437.6174
MEM 136.078125 1671323437.7271
MEM 136.078125 1671323437.8379
MEM 136.078125 1671323437.9496
MEM 136.078125 1671323438.0613
MEM 136.078125 1671323438.1720
MEM 136.078125 1671323438.2817
MEM 136.078125 1671323438.3934
MEM 136.078125 1671323438.5031
MEM 136.078125 1671323438.6138
MEM 136.078125 1671323438.7255
MEM 136.078125 1671323438.8362
MEM 136.078125 1671323438.9494
MEM 136.078125 1671323439.0547
MEM 136.078125 1671323439.1664
MEM 136.078125 1671323439.2781
MEM 136.078125 1671323439.3888
MEM 136.078125 1671323439.4985
MEM 136.078125 1671323439.6092
MEM 136.078125 1671323439.7189
MEM 136.078125 1671323439.8306
MEM 136.078125 1671323439.9388
MEM 136.078125 1671323440.0490
MEM 136.078125 1671323440.1587
MEM 136.078125 1671323440.2692
MEM 136.078125 1671323440.3799
MEM 136.078125 1671323440.4934
